"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_misiones","vcr_misiones","compatibilidad_con_misiones","valor_estrategico_para_misiones","indice_recuperacion_de_posiciones_misiones","indice_oportunidades_cercanas_misiones","indice_objetivos_factibles_misiones","indice_apuestas_ambiciosas_misiones","top_20_criterios_misiones","empleo","empresas","tasa_fem"
"271129","Petroleum gases, as gas","Los demas gases de petroleo e hidrocarburos gaseosos.","Minerales"," V Productos minerales","-2.24492","4617","Creció mucho / Creció","10020530.14481","0.00000","0.00000","-0.93231","-3.20445","0","-1.51800","-1.76287","-2.28293","","s.d.","s.d.","0.16803"
"271210","Petroleum jelly","Vaselina.","Minerales"," V Productos minerales","-0.52114","3227","Decreció / Decreció","2515144.71858","0.00000","0.00000","0.59576","0.40878","0","0.44667","0.32563","0.23240","","s.d.","s.d.","0.16803"
"271220","Paraffin wax","Parafina con un contenido de aceite, inferior al 0.75% en peso","Minerales"," V Productos minerales","0.61383","1430","Decreció / Decreció","8702976.66120","0.00000","0.00000","-1.43177","0.20348","0","-0.90016","-0.61384","-0.18451","","s.d.","s.d.","0.16803"
"271290","Mineral waxes","Las demas ceras minerales y productos similares","Minerales"," V Productos minerales","-0.03089","2497","Decreció mucho / Decreció mucho","9134461.00820","0.00000","0.00000","0.96756","0.43819","0","0.76184","0.63553","0.47973","","s.d.","s.d.","0.16803"
"271311","Petroleum coke, not calcined","Coque de petroleo, sin calcinar.","Minerales"," V Productos minerales","-1.16715","4000","Creció mucho / Creció mucho","-18191082.12568","0.00000","0.00000","2.82884","-1.48821","0","1.56583","0.95038","-0.11283","","s.d.","s.d.","0.16803"
"271312","Petroleum coke, calcined","Coque de petroleo, calcinado.","Minerales"," V Productos minerales","-0.15990","2705","Creció mucho / Creció mucho","-21255351.46448","0.00000","0.00000","0.21697","-0.21639","0","0.09261","0.03326","-0.07226","","s.d.","s.d.","0.16803"
"271320","Petroleum bitumen","Betun de petroleo","Minerales"," V Productos minerales","-0.37095","3020","Creció / Decreció","51776687.07650","0.00000","0.00000","0.72170","-0.28870","0","0.41035","0.25057","-0.00615","","s.d.","s.d.","0.16803"
"271390","Residues of petroleum oils","Los demas residuos de los aceites de petroleo o de minerales bituminos","Minerales"," V Productos minerales","0.09708","2304","Decreció mucho / Decreció mucho","9106259.05464","0.00000","0.00000","-0.30683","-0.51552","0","-0.30818","-0.27822","-0.29976","","s.d.","s.d.","0.16803"
"271410","Bituminous or oil shale","Pizarras y arenas bituminosas.","Minerales"," V Productos minerales","-0.72389","3470","Decreció / Decreció","508983.39891","0.00000","0.00000","0.11353","-0.62269","0","-0.11746","-0.23801","-0.42712","","s.d.","s.d.","0.11120"
"271490","Bitumen & asphalt","Los demas betunes y asfaltos naturales; asfaltitas y rocas asfalticas","Minerales"," V Productos minerales","-0.75848","3504","Decreció / Decreció","3806015.91257","0.00000","0.00000","0.51194","-0.49504","0","0.18350","0.00611","-0.25881","","52","6","0.10212"
"271500","Bituminous mix","Mezclas bituminosas a base de asfalto o de betun naturales, de betun d","Minerales"," V Productos minerales","-0.47545","3154","Decreció mucho / Decreció mucho","11709383.42076","0.00000","0.00000","1.76373","-0.64994","0","1.05708","0.71248","0.11778","","s.d.","s.d.","0.11237"
"271600","Electrical energy","Energia electrica (partida discresional).","Minerales"," V Productos minerales","-0.70997","3454","Creció mucho / Creció mucho","217194285.20219","0.00000","0.00000","1.62120","-0.43670","0","0.97650","0.64049","0.11235","","s.d.","s.d.","0.11102"
"280110","Chlorine","Cloro","Químicos"," VI Productos químicos y aliados","-0.82525","3603","Creció / Se mantuvo","948633.72951","0.00000","0.00000","1.02653","-0.42863","0","0.55032","0.29238","-0.09124","","s.d.","s.d.","0.14976"
"280120","Iodine","Yodo","Químicos"," VI Productos químicos y aliados","-1.15703","3990","Decreció / Decreció","4683776.51366","0.00000","0.00000","-0.25077","-2.89970","0","-0.87118","-1.09425","-1.66935","","s.d.","s.d.","0.14976"
"280130","Fluorine, bromine","Flour; bromo.","Químicos"," VI Productos químicos y aliados","0.64663","1372","Creció / Creció","2244454.41803","0.00000","0.00000","-1.14325","-2.07389","0","-1.15039","-1.01794","-1.11457","","s.d.","s.d.","0.14976"
"280200","Sulphur, sublimed, precipitated, colloidal","Azufre sublimado o precitipado; azufre coloidal.","Químicos"," VI Productos químicos y aliados","-0.81160","3577","Decreció / Decreció","1465544.27869","0.00000","0.00000","0.41250","-1.40362","0","-0.07313","-0.28635","-0.71078","","s.d.","s.d.","0.14976"
"280300","Carbon","Carbono (negros de humo y otras formas de carbono no expresadas ni com","Químicos"," VI Productos químicos y aliados","0.21939","2101","Creció mucho / Creció mucho","-2832677.97541","1.04754","0.00001","0.36196","0.56338","0","0.38799","0.38380","0.41696","","s.d.","s.d.","0.14976"
"280410","Hydrogen","Hidrogeno.","Químicos"," VI Productos químicos y aliados","0.35759","1847","Decreció / Decreció","914720.32240","0.00000","0.00000","-0.57182","-1.76344","0","-0.71720","-0.68384","-0.87569","","s.d.","s.d.","0.14976"
"280421","Argon","Argon","Químicos"," VI Productos químicos y aliados","-0.30562","2924","Creció / Se mantuvo","178353.79508","0.00000","0.00000","2.13472","-0.07676","0","1.44839","1.09378","0.52947","","s.d.","s.d.","0.14976"
"280429","Rare gases, not argon","Los demas gases nobles.","Químicos"," VI Productos químicos y aliados","-0.15682","2698","Decreció / Decreció","9084348.38798","0.00000","0.00000","-0.06512","-1.18620","0","-0.29850","-0.36373","-0.59253","","s.d.","s.d.","0.14976"
"280430","Nitrogen","Nitrogeno.","Químicos"," VI Productos químicos y aliados","0.06907","2346","Creció / Se mantuvo","897641.53552","0.00000","0.00000","1.09489","0.51598","0","0.87653","0.74500","0.57793","","s.d.","s.d.","0.14976"
"280440","Oxygen","Oxigeno.","Químicos"," VI Productos químicos y aliados","-0.55641","3264","Decreció / Decreció","896521.99180","0.00000","0.00000","1.20487","-0.03279","0","0.78121","0.54320","0.20760","","s.d.","s.d.","0.14976"
"280450","Boron, tellurium","Boro; teluro","Químicos"," VI Productos químicos y aliados","0.22911","2079","Creció / Creció","1299944.26503","0.00000","0.00000","-0.91578","-0.82183","0","-0.78250","-0.66332","-0.58728","","s.d.","s.d.","0.14976"
"280461","Silicon, >99.99% pure","Silicio con un contenido de silicio ,en peso, superios o igual al 99,9","Químicos"," VI Productos químicos y aliados","1.87299","66","Decreció mucho / Decreció mucho","29850138.98634","0.00000","0.00000","-1.51496","-0.34974","0","-0.94312","-0.54607","-0.14363","","s.d.","s.d.","0.14976"
"280469","Silicon, <99.99% pure","Los demas silicios, excepto conteniendo 99,99% o mas de sicilio.","Químicos"," VI Productos químicos y aliados","-0.38359","3034","Decreció mucho / Decreció mucho","22737826.61475","0.00000","0.00000","-0.08985","-0.76553","0","-0.25436","-0.31752","-0.46734","","s.d.","s.d.","0.14976"
"280470","Phosphorus","Fosforo.","Químicos"," VI Productos químicos y aliados","-0.49031","3177","Decreció / Decreció","3462400.06284","0.00000","0.00000","0.88917","-2.69321","0","0.03474","-0.28232","-1.06777","","s.d.","s.d.","0.14976"
"280480","Arsenic","Arsenico.","Químicos"," VI Productos químicos y aliados","1.19597","549","Se mantuvo / Se mantuvo","134669.02459","0.00000","0.00000","-1.77188","0.61279","0","-0.99816","-0.58214","0.04318","","s.d.","s.d.","0.14976"
"280490","Selenium","Selenio","Químicos"," VI Productos químicos y aliados","0.17238","2194","Decreció / Decreció","855033.22678","0.00000","0.00000","0.35635","-0.12017","0","0.24265","0.20043","0.09592","","s.d.","s.d.","0.14976"
"280511","Sodium","Sodio.","Químicos"," VI Productos químicos y aliados","0.00747","2444","Creció / Creció","690385.24590","0.00000","0.00000","-1.36126","-1.60842","0","-1.27382","-1.14930","-1.13030","","s.d.","s.d.","0.14976"
"280519","Alkali metals, not sodium","Los demas metales alcalinos.","Químicos"," VI Productos químicos y aliados","0.09074","2311","Creció / Creció","67158.99727","0.00000","0.00000","-0.28595","-0.13540","0","-0.21817","-0.17298","-0.12403","","s.d.","s.d.","0.14976"
"280521","Calcium","Calcio.","Químicos"," VI Productos químicos y aliados","1.25238","474","Decreció / Decreció","1081667.55191","0.00000","0.00000","-0.77139","-0.08703","0","-0.43214","-0.19555","0.04251","","s.d.","s.d.","0.14976"
"280530","Rare-earth metals","Metales de las tierras raras, escandio e itrio incluso mezclados o ale","Químicos"," VI Productos químicos y aliados","-0.24834","2836","Creció / Creció","2780110.93716","0.00000","0.00000","-1.17388","-1.47113","0","-1.14077","-1.06308","-1.07625","","s.d.","s.d.","0.14976"
"280540","Mercury","Mercurio","Químicos"," VI Productos químicos y aliados","-0.65716","3393","Decreció / Decreció","214106.36885","0.00000","0.00000","0.34812","-0.37467","0","0.10304","-0.03363","-0.22846","","s.d.","s.d.","0.14976"
"280610","Hydrogen chloride","Acido clorhidrico","Químicos"," VI Productos químicos y aliados","-0.14736","2676","Creció / Decreció","1307840.97814","0.00000","0.00000","0.72730","0.15246","0","0.52486","0.40866","0.24996","","s.d.","s.d.","0.14976"
"280620","Chlorosulphuric acid","Acido clorosulfurico.","Químicos"," VI Productos químicos y aliados","0.41976","1744","Se mantuvo / Se mantuvo","71170.39891","0.00000","0.00000","-0.76275","-0.10662","0","-0.51328","-0.36222","-0.17187","","s.d.","s.d.","0.14976"
"280700","Sulphuric acid, oleum","Acido sulfurico; oleum","Químicos"," VI Productos químicos y aliados","-0.30932","2931","Creció mucho / Creció","6362339.37158","0.00000","0.00000","1.02054","-0.61456","0","0.56054","0.34580","-0.04772","","s.d.","s.d.","0.14976"
"280800","Nitric acid","Acido nitrico, acido sulfonitrico","Químicos"," VI Productos químicos y aliados","0.03759","2401","Se mantuvo / Decreció","1043312.19126","0.00000","0.00000","1.05435","0.62010","0","0.86582","0.74243","0.60475","","0","0","0.04194"
"280910","Diphosphorus pentaoxide","Pentaoxido de difosforo.","Químicos"," VI Productos químicos y aliados","0.58166","1477","Creció / Se mantuvo","306279.03279","0.00000","0.00000","-1.54668","-0.89242","0","-1.20299","-0.95745","-0.72018","","s.d.","s.d.","0.14976"
"280920","Phosphoric acid","Acido fosforico y acidos polifosforico","Químicos"," VI Productos químicos y aliados","-1.10491","3943","Creció / Decreció","20094763.04098","0.09426","0.00000","0.29056","-2.14322","0","-0.33575","-0.59698","-1.15351","","s.d.","s.d.","0.14976"
"281000","Boric oxides & acids","Acido borico; acidos boricos.","Químicos"," VI Productos químicos y aliados","-0.46519","3141","Decreció / Decreció","-8094960.60929","0.00000","0.00000","2.45072","-1.71142","0","1.32670","0.82700","-0.15122","","s.d.","s.d.","0.14976"
"281111","Hydrogen fluoride","Fluoruro de hidrogeno (acido fluorhidrico).","Químicos"," VI Productos químicos y aliados","1.52951","217","Creció / Creció","6277350.80328","0.00000","0.00000","-1.62440","-0.41390","0","-1.06691","-0.69099","-0.29120","","s.d.","s.d.","0.14976"
"281119","Inorganic acids nes","Los demas acidos inorganicos.","Químicos"," VI Productos químicos y aliados","0.32424","1914","Creció / Creció","2131475.03005","0.00000","0.00000","-0.63678","0.55310","0","-0.30270","-0.14710","0.13892","","s.d.","s.d.","0.14976"
"281121","Carbon dioxide","Dioxido de carbono.","Químicos"," VI Productos químicos y aliados","-0.60442","3324","Creció / Creció","-4561633.33060","0.00000","0.00000","2.14356","-0.50656","0","1.33874","0.93143","0.26401","","s.d.","s.d.","0.14976"
"281122","Silicon dioxide","Dioxido de silicio.","Químicos"," VI Productos químicos y aliados","0.88933","969","Creció / Creció","17421274.60383","7.85338","0.00012","-0.75796","1.59207","0","-0.12322","0.15901","0.71138","","s.d.","s.d.","0.14976"
"281129","Inorganic oxygen compounds","Los demas compuestos oxigenados inorganicos de los elementos no metali","Químicos"," VI Productos químicos y aliados","0.89634","961","Creció / Creció","828463.46448","0.00000","0.00000","-0.14483","0.66832","0","0.12192","0.26669","0.48138","","s.d.","s.d.","0.14976"
"281210","Chlorides","Cloruros y oxicloruros de los elementos no metalicos.","Químicos"," VI Productos químicos y aliados","1.51553","223","Decreció / Decreció","1638287.60656","0.00000","0.00000","-1.50219","0.35687","0","-0.82861","-0.43388","0.08882","","s.d.","s.d.","0.14976"
"281290","Halides","Los demas halogenuros y oxihalogenuros de los elementos no metalicos.","Químicos"," VI Productos químicos y aliados","1.50975","227","Creció / Creció","2430980.96448","0.00000","0.00000","-1.79113","-2.57790","0","-1.61839","-1.32765","-1.31996","","s.d.","s.d.","0.14976"
"281310","Carbon disulphide","Disulfuro de carbono.","Químicos"," VI Productos químicos y aliados","0.52163","1588","Se mantuvo / Se mantuvo","-5956646.64208","0.00000","0.00000","0.30923","0.35399","0","0.33942","0.36290","0.38247","","s.d.","s.d.","0.14976"
"281390","Sulphides","Los demas disulfuros","Químicos"," VI Productos químicos y aliados","1.44965","273","Creció / Creció","773530.07104","0.00000","0.00000","-0.96218","0.12169","0","-0.50423","-0.20885","0.12852","","s.d.","s.d.","0.14976"
"281410","Anhydrous ammonia","Amoniaco anhidro.","Químicos"," VI Productos químicos y aliados","-1.22010","4050","Decreció mucho / Decreció mucho","35211047.54098","0.00000","0.00000","1.28114","-1.93904","0","0.38698","-0.02416","-0.79326","","0","0","0.04194"
"281420","Ammonia in aqueous solution","Amoniaco en disolucion acuosa.","Químicos"," VI Productos químicos y aliados","-0.77086","3523","Creció / Creció","2129873.88251","0.00000","0.00000","0.03519","-2.19115","0","-0.49069","-0.68261","-1.16818","","0","0","0.04194"
"281511","Sodium hydroxide, solid","Hidroxido de sodio (sosa caustica), solido.","Químicos"," VI Productos químicos y aliados","-1.21301","4041","Creció / Creció","2495099.91803","0.00000","0.00000","1.12631","-0.50234","0","0.56665","0.25128","-0.19141","","s.d.","s.d.","0.14976"
"281512","Sodium hydroxide, in aqueous solution","Hidroxido de sodio (sosa caustica), en disolucion acuosa (lejia de sos","Químicos"," VI Productos químicos y aliados","0.28646","1971","Creció mucho / Creció mucho","20964490.77869","0.00000","0.00000","-0.25565","0.19098","0","-0.11211","-0.03557","0.08086","","s.d.","s.d.","0.14976"
"281520","Potassium hydroxide","Hidroxido de potasio (potasa caustica).","Químicos"," VI Productos químicos y aliados","1.03034","764","Creció / Creció","2227829.18306","0.00000","0.00000","-0.17283","-0.04513","0","-0.02697","0.09973","0.18543","","s.d.","s.d.","0.14976"
"281530","Peroxides of sodium/potassium","Peroxidos de sodio o de potasio.","Químicos"," VI Productos químicos y aliados","-0.42799","3103","Decreció / Se mantuvo","100469.32514","0.00000","0.00000","-0.20608","0.45618","0","-0.09582","-0.08490","0.03646","","s.d.","s.d.","0.14976"
"281610","Magnesium hydroxide & peroxide","Hidroxido y peroxido de magnesio.","Químicos"," VI Productos químicos y aliados","1.13147","622","Creció / Se mantuvo","1104000.11202","0.00000","0.00000","0.01781","-0.28483","0","0.06865","0.16488","0.16004","","s.d.","s.d.","0.14976"
"281630","Barium oxide, hydroxide & peroxide","Oxido, hidroxido y peroxido de bario.","Químicos"," VI Productos químicos y aliados","1.05654","723","Creció / Creció","274286.20765","0.00000","0.00000","-1.15337","-1.00336","0","-0.90238","-0.67388","-0.53339","","s.d.","s.d.","0.14976"
"281700","Zinc oxide","Oxide de zinc; peroxido de cinc.","Químicos"," VI Productos químicos y aliados","-0.20714","2781","Creció mucho / Creció","8242129.18033","0.00000","0.00000","0.31760","0.35927","0","0.27346","0.22307","0.20516","","s.d.","s.d.","0.14976"
"281810","Artificial corundum","Corindon artificial","Químicos"," VI Productos químicos y aliados","0.54774","1545","Creció / Creció","7594346.67213","0.00000","0.00000","-0.34973","0.20187","0","-0.14966","-0.03234","0.12286","","s.d.","s.d.","0.11237"
"281820","Aluminium oxide","Los demas oxidos de aluminio","Químicos"," VI Productos químicos y aliados","-1.06885","3901","Decreció mucho / Decreció mucho","86698296.36612","0.00000","0.00000","1.50868","-1.27337","0","0.69452","0.29766","-0.38762","","s.d.","s.d.","0.09388"
"281830","Aluminium hydroxide","Hidroxido de aluminio.","Químicos"," VI Productos químicos y aliados","0.19030","2160","Creció mucho / Creció","8882023.33060","0.00000","0.00000","0.80046","0.11566","0","0.60248","0.50723","0.33976","","s.d.","s.d.","0.14976"
"281910","Chromium trioxide","Trioxido de cromo.","Químicos"," VI Productos químicos y aliados","-0.07237","2555","Decreció / Decreció","714454.79781","0.00000","0.00000","-0.33100","-0.90311","0","-0.41956","-0.42230","-0.52379","","s.d.","s.d.","0.14976"
"281990","Chromium oxides, hydroxides","Los demas oxidos e hidroxidos de cromo.","Químicos"," VI Productos químicos y aliados","0.61186","1435","Decreció / Decreció","1733537.59016","0.00000","0.00000","-0.46006","0.50803","0","-0.15925","-0.00366","0.24356","","s.d.","s.d.","0.14976"
"282010","Manganese dioxide","Dioxido de manganeso.","Químicos"," VI Productos químicos y aliados","-0.94547","3748","Creció / Se mantuvo","1582037.78415","0.00000","0.00000","-0.08633","-0.87983","0","-0.33095","-0.45654","-0.65819","","s.d.","s.d.","0.14976"
"282090","Manganese oxides","Los demas oxidos de manganeso, excepto dioxido de manganeso.","Químicos"," VI Productos químicos y aliados","-0.50988","3209","Creció / Creció","1036337.98907","0.00000","0.00000","0.47706","-0.98290","0","0.08637","-0.08532","-0.42666","","s.d.","s.d.","0.14976"
"282110","Iron oxides","Oxidos e hidroxidos de hierro","Químicos"," VI Productos químicos y aliados","-0.15317","2688","Decreció / Decreció","5346236.28415","0.00000","0.00000","-1.13836","-0.60763","0","-0.93369","-0.80864","-0.65323","","s.d.","s.d.","0.14976"
"282120","Earth colors, > 70% iron","Tierras colorantes.","Químicos"," VI Productos químicos y aliados","-0.92389","3724","Se mantuvo / Se mantuvo","130065.90984","0.00000","0.00000","-0.45574","-0.91405","0","-0.59422","-0.66395","-0.77902","","s.d.","s.d.","0.14976"
"282200","Cobalt oxides","Oxidos e hidroxidos de cobalto; oxidos de cobalto comerciales.","Químicos"," VI Productos químicos y aliados","0.19518","2154","Creció / Creció","4911106.38251","0.00000","0.00000","-1.61548","-1.95931","0","-1.50318","-1.33930","-1.31754","","s.d.","s.d.","0.14976"
"282300","Titanium oxides","Oxido de titanio.","Químicos"," VI Productos químicos y aliados","0.86890","991","Creció / Decreció","5770934.95355","0.00000","0.00000","-1.16621","1.39634","0","-0.45019","-0.11855","0.49572","","s.d.","s.d.","0.14976"
"282410","Lead monoxide","Monoxido de plomo (litargirio y masicot).","Químicos"," VI Productos químicos y aliados","-0.80833","3570","Decreció / Decreció","383005.35246","0.00000","0.00000","0.39550","-0.80598","0","0.03482","-0.14564","-0.44612","","s.d.","s.d.","0.14976"
"282420","Red and orange lead","Minio y minio anaranjado.","Químicos"," VI Productos químicos y aliados","-1.47886","4281","Decreció / Decreció","19943.80874","0.00000","0.00000","0.68134","-0.62276","0","0.20450","-0.07673","-0.44556","","s.d.","s.d.","0.14976"
"282490","Lead oxides, nes","Los demas oxidos de plomo.","Químicos"," VI Productos químicos y aliados","-0.81113","3576","Creció / Creció","489940.90164","0.00000","0.00000","0.07672","-0.18139","0","-0.06369","-0.16538","-0.26139","","s.d.","s.d.","0.14976"
"282510","Inorganic salts","Hidrazina e hidroxilamina y sus sales inorganicas.","Químicos"," VI Productos químicos y aliados","1.56695","186","Creció / Creció","1743362.17760","0.00000","0.00000","-1.60144","0.23649","0","-0.91701","-0.50828","0.01773","","s.d.","s.d.","0.14976"
"282520","Lithium oxide","Oxido e hidroxido de litio.","Químicos"," VI Productos químicos y aliados","0.43921","1718","Creció mucho / Creció mucho","6136304.50000","0.00000","0.00000","0.23162","-1.14276","0","-0.02250","-0.07046","-0.33495","","s.d.","s.d.","0.14976"
"282530","Vanadium oxides","Oxidos e hidroxidos de vanadio.","Químicos"," VI Productos químicos y aliados","0.22864","2082","Creció mucho / Creció mucho","5954459.13115","0.00000","0.00000","0.21702","-1.64472","0","-0.15417","-0.24609","-0.61786","","s.d.","s.d.","0.14976"
"282540","Nickel oxides","Oxidos e hidroxidos de niquel.","Químicos"," VI Productos químicos y aliados","0.43389","1727","Creció / Creció","1654613.93169","0.00000","0.00000","-1.29568","-0.20184","0","-0.90395","-0.67630","-0.37106","","s.d.","s.d.","0.14976"
"282550","Copper oxides","Oxido e hidroxido de cobre","Químicos"," VI Productos químicos y aliados","-0.59173","3306","Decreció / Decreció","2139638.66940","0.00000","0.00000","0.76753","-2.11291","0","0.05552","-0.22443","-0.86848","","s.d.","s.d.","0.14976"
"282560","Germanium oxides","Oxidos de germanio y dioxido de circonio.","Químicos"," VI Productos químicos y aliados","0.25983","2008","Creció / Decreció","2747439.93989","0.00000","0.00000","-0.58990","0.76663","0","-0.23362","-0.08082","0.23297","","s.d.","s.d.","0.14976"
"282570","Molybdenum oxides","Oxido e hidroxido de molibdeno","Químicos"," VI Productos químicos y aliados","-0.69153","3430","Creció / Creció","2933273.27322","0.00000","0.00000","-0.77022","-1.34380","0","-0.87707","-0.89788","-1.00866","","s.d.","s.d.","0.14976"
"282580","Antimony oxides","Oxidos de antimonio.","Químicos"," VI Productos químicos y aliados","-0.16057","2706","Decreció / Decreció","2711126.85246","0.00000","0.00000","-1.56747","-0.74914","0","-1.26311","-1.08151","-0.84750","","s.d.","s.d.","0.14976"
"282590","Metal bases, oxides, nes","Las demas bases inorganicas, oxidos, hidroxidos y peroxidos metalicos.","Químicos"," VI Productos químicos y aliados","-0.61664","3345","Creció / Creció","6687110.02732","0.00000","0.00000","0.51221","-0.33224","0","0.23043","0.07533","-0.15000","","s.d.","s.d.","0.14976"
"282612","Aluminium fluoride","Fluoruro de aluminio.","Químicos"," VI Productos químicos y aliados","-0.35293","2987","Creció / Creció","3590857.93443","0.00000","0.00000","-0.46215","-0.51497","0","-0.46179","-0.45351","-0.45861","","s.d.","s.d.","0.14976"
"282619","Fluorides of metals, nes","Los demas fluoruros.","Químicos"," VI Productos químicos y aliados","1.21314","525","Creció / Creció","2922097.88525","0.00000","0.00000","-1.29530","0.27941","0","-0.72951","-0.39994","0.04043","","s.d.","s.d.","0.14976"
"282630","Synthetic cryolite","Hexafluoroaluminato de sodio (criolita sintetica).","Químicos"," VI Productos químicos y aliados","-0.04525","2521","Decreció / Decreció","-25476.74863","0.00000","0.00000","0.69892","0.08929","0","0.50258","0.39768","0.23854","","s.d.","s.d.","0.14976"
"282690","Complex fluorine salts, not cryolite","Las demas sales complejas de fluor.","Químicos"," VI Productos químicos y aliados","1.61572","152","Creció / Creció","2245871.44809","0.00000","0.00000","-2.09968","0.34498","0","-1.23921","-0.74543","-0.07073","","s.d.","s.d.","0.14976"
"282710","Ammonium chloride","Cloruror de amonio.","Químicos"," VI Productos químicos y aliados","-0.07838","2564","Creció / Creció","1217010.80055","0.00000","0.00000","-0.97548","-0.82039","0","-0.85475","-0.75729","-0.68142","","0","0","0.04194"
"282720","Calcium chloride","Cloruro de calcio","Químicos"," VI Productos químicos y aliados","-0.07180","2553","Decreció / Decreció","2214876.59836","0.00792","0.00000","-0.38456","-0.10293","0","-0.29695","-0.25160","-0.17963","","s.d.","s.d.","0.14976"
"282731","Magnesium chloride","Cloruro de magnesio.","Químicos"," VI Productos químicos y aliados","0.76237","1174","Creció / Se mantuvo","982953.65027","0.00000","0.00000","-1.16477","0.88008","0","-0.56308","-0.26813","0.23720","","s.d.","s.d.","0.14976"
"282732","Aluminium chloride","Cloruro de aluminio.","Químicos"," VI Productos químicos y aliados","0.57436","1490","Creció / Se mantuvo","987922.54918","0.00000","0.00000","0.42293","1.11960","0","0.57740","0.62738","0.77429","","s.d.","s.d.","0.14976"
"282735","Nickel chlorides","Cloruro de niquel.","Químicos"," VI Productos químicos y aliados","1.45193","272","Decreció / Se mantuvo","308066.43169","0.00000","0.00000","-1.31891","-0.45389","0","-0.86882","-0.54849","-0.23694","","s.d.","s.d.","0.14976"
"282739","Chlorides of metals, nes","Los demas cloruros.","Químicos"," VI Productos químicos y aliados","0.45819","1683","Creció / Creció","-21195934.94809","0.00000","0.00000","0.78211","1.23819","0","0.84093","0.83134","0.90636","","s.d.","s.d.","0.14976"
"282741","Chloride oxides of copper","Oxicloruro e hidroxicloruros de cobre","Químicos"," VI Productos químicos y aliados","-0.29246","2903","Creció / Se mantuvo","311508.49454","0.00000","0.00000","0.07360","0.10770","0","0.04382","0.00892","-0.00257","","s.d.","s.d.","0.14976"
"282749","Chloride oxides of metals, not copper","Los demas oxicloruros e hidroxicloruros, excepto de cobre.","Químicos"," VI Productos químicos y aliados","-0.15866","2703","Creció / Creció","1595364.10383","0.00000","0.00000","-0.63009","-0.38238","0","-0.53340","-0.47387","-0.40076","","s.d.","s.d.","0.14976"
"282751","Bromides of sodium, potassium","Bromuros de sodio o de potasio.","Químicos"," VI Productos químicos y aliados","-0.23803","2826","Creció / Se mantuvo","1253601.09563","0.00000","0.00000","-0.80889","-0.57770","0","-0.70556","-0.63692","-0.56214","","s.d.","s.d.","0.14976"
"282759","Bromides of non-alkali metals","Los demas bromuros y oxibromuros.","Químicos"," VI Productos químicos y aliados","-0.82312","3598","Creció / Creció","2595203.82787","0.00000","0.00000","-0.84937","-2.06393","0","-1.08966","-1.14776","-1.38936","","s.d.","s.d.","0.14976"
"282760","Iodides of metals","Yoduros y oxiyoduros","Químicos"," VI Productos químicos y aliados","0.46811","1675","Decreció / Decreció","1276904.50546","0.00000","0.00000","-0.53572","-0.37140","0","-0.40247","-0.29387","-0.21082","","s.d.","s.d.","0.14976"
"282810","Calcium hypochlorite","Hipoclorito de calcio comercial y demas hipocloritos de calcio.","Químicos"," VI Productos químicos y aliados","-1.10622","3944","Creció / Decreció","1817524.24044","0.00000","0.00000","-0.06204","-0.26469","0","-0.20698","-0.32154","-0.41427","","s.d.","s.d.","0.14976"
"282890","Hypochlorites, nes","Los demas hipocloritos","Químicos"," VI Productos químicos y aliados","-0.57839","3290","Creció / Creció","1872355.02459","0.00000","0.00000","0.79032","0.18825","0","0.53304","0.36606","0.17721","","s.d.","s.d.","0.14976"
"282911","Sodium chlorate","Clorato de sodio","Químicos"," VI Productos químicos y aliados","0.35376","1857","Decreció / Decreció","3506304.60109","0.00000","0.00000","1.12716","-2.09784","0","0.40482","0.16623","-0.51744","","s.d.","s.d.","0.14976"
"282919","Chlorates of metals, not sodium","Los demas cloratos, excepto de sodio.","Químicos"," VI Productos químicos y aliados","-1.13938","3974","Decreció / Decreció","381659.84153","0.00000","0.00000","0.02247","-1.26640","0","-0.35149","-0.53212","-0.84798","","s.d.","s.d.","0.14976"
"282990","Per-, etc. of metal","Los demas cloratos y percloratos; bromatos y perbromatos; yodato y per","Químicos"," VI Productos químicos y aliados","-0.28663","2895","Creció / Se mantuvo","849025.57104","0.00000","0.00000","0.34727","0.27049","0","0.26852","0.20129","0.15424","","s.d.","s.d.","0.14976"
"283010","Sodium sulphides","Sulfuros de sodio.","Químicos"," VI Productos químicos y aliados","-1.19520","4019","Decreció / Decreció","-10924758.87705","0.00000","0.00000","-0.01112","-1.50672","0","-0.42864","-0.62183","-0.98016","","s.d.","s.d.","0.14976"
"283090","Sulphides of metals, nes","Los demas sulfuros; polisulfuros.","Químicos"," VI Productos químicos y aliados","0.19484","2155","Decreció / Decreció","1327612.53279","0.00000","0.00000","-0.30165","0.18272","0","-0.15513","-0.08126","0.04044","","s.d.","s.d.","0.14976"
"283110","Dithionites, sulfoxylates of sodium","Ditionitos y sulfoxilatos de sodio.","Químicos"," VI Productos químicos y aliados","0.67285","1326","Se mantuvo / Decreció","1880037.69672","0.00000","0.00000","-1.67554","-0.17838","0","-1.14127","-0.83157","-0.41472","","s.d.","s.d.","0.14976"
