"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_corrientes","vcr_corrientes","compatibilidad_con_corrientes","valor_estrategico_para_corrientes","indice_recuperacion_de_posiciones_corrientes","indice_oportunidades_cercanas_corrientes","indice_objetivos_factibles_corrientes","indice_apuestas_ambiciosas_corrientes","top_20_criterios_corrientes","empleo","empresas","tasa_fem"
"420321","Leather gloves, sports","Guantes y manoplas, disenados especialmente para practica del deporte,","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.53235","4318","Se mantuvo / Decreció","3027903.39891","0.00000","0.00000","-0.43232","-0.69804","0","-0.59547","-0.69033","-0.82690","","s.d.","s.d.","0.20687"
"420340","Leather clothing, nes","Los demas complementos de vestir, de cuero natural, artificial o regen","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.72278","3469","Creció / Decreció","1123710.58743","0.00000","0.00000","0.40578","0.33457","0","0.27868","0.21157","0.09160","","39","10","0.54374"
"420500","Leather articles, nes","Las demas manufacturas de cuero natural o de cuero artificial o regene","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.23190","2818","Decreció / Decreció","15023798.35246","0.00000","0.00000","0.15037","0.71304","0","0.22468","0.28996","0.30800","","s.d.","s.d.","0.42078"
"110313","Maize (corn) meal","Grañones y semola de maiz","Agricultura"," II Productos vegetales","-0.66287","3401","Decreció / Decreció","-14078460.99727","511.80278","0.09954","1.94947","0.27470","0","1.35328","0.97145","0.54274","Objetivos factibles","612","20","0.12697"
"392321","Bags of ethylene polymers","Sacos, bolsas y cucuruchos de polimeros de etileno","Químicos"," VII Plásticos, caucho, y sus manufacturas","-0.66303","3402","Creció mucho / Decreció","43306539.92350","3.10224","0.00002","0.53722","0.18721","0","0.34719","0.23468","0.07965","","28","4","0.12832"
"430110","Raw mink furskins, whole","Peleteria en bruto, de vison, enteras, incluso sin cabeza, colas o pa","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","0.45219","1696","Decreció mucho / Decreció mucho","12285692.42076","0.00000","0.00000","0.27614","-0.19380","0","0.19976","0.13807","0.10868","","60","11","0.09681"
"430130","Raw Persian lamb furskins, whole","Peleteria en bruto, de corderos de astracan, breitschwanz, caracul y s","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","0.05445","2377","Decreció / Decreció","49379.52186","0.00000","0.00000","0.19875","-1.34401","0","-0.12423","-0.36286","-0.53157","","60","11","0.09681"
"430160","Raw fox furskins, whole","Peleteria en bruto, de zorro, entera, incluso sin cabeza, cola o patas","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","1.03030","765","Decreció / Decreció","1457064.45902","0.00000","0.00000","-1.05395","-2.80155","0","-1.19504","-1.35297","-1.31931","","60","11","0.09681"
"842959","Earth moving/road making equip, self-propelled","Las demas palas mecanicas, excavadoras, cargadoras y palas cargadoras.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.66404","3403","Decreció mucho / Decreció mucho","21093743.68033","9191.56868","0.24717","0.96716","-0.16273","0","0.57807","0.32702","0.05091","","s.d.","s.d.","0.08398"
"430190","Raw furskin pieces","Cabezas, colas, patas, y trozos utilizables en peleteria.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.03320","2501","Se mantuvo / Se mantuvo","14214.51093","0.00000","0.00000","0.08797","-0.24698","0","0.00886","-0.04744","-0.09305","","60","11","0.09681"
"430211","Tanned mink furskins, whole","Pieles enteras, de vison, curtida o adobada, sin ensamblar.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.18719","2752","Decreció / Decreció","5247133.51913","0.00000","0.00000","0.11069","-0.41964","0","-0.02517","-0.11961","-0.20243","","0","0","0.33945"
"430310","Furskin clothing","Prendas y complementos de vestir, de peleteria","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.78602","3542","Creció mucho / Creció mucho","34151176.56284","0.00000","0.00000","-0.26739","-1.40038","0","-0.54585","-0.74173","-0.90689","","0","0","0.33945"
"70610","Carrots and turnips","Zanahorias y nabos frescos o refrigerados","Agricultura"," II Productos vegetales","-0.66409","3404","Creció / Creció","8415008.33880","801.65712","0.05166","1.29284","0.03376","0","0.84533","0.55862","0.23702","","669","99","0.19753"
"430400","Artifical fur","Peleteria artificial o facticia y articulos de peleteria artificial o","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.55105","3257","Creció / Creció","602006.76230","0.00000","0.00000","-0.32046","0.34617","0","-0.21019","-0.12173","-0.07812","","0","0","0.33945"
"440331","Logs, Meranti, Bakau","Maderas, Meranti, Bakau","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.87745","4508","Decreció / Decreció","586748.95355","0.00000","0.00000","-1.15807","-2.86841","0","-1.57208","-1.86460","-2.10757","","190","29","0.11790"
"100830","Canary seed","Alpiste.","Agricultura"," II Productos vegetales","-0.66810","3405","Decreció / Decreció","-8443019.56284","0.00000","0.00000","2.87498","-2.22601","0","1.50048","0.55817","-0.30624","","1355","105","0.11081"
"440391","Logs, Oak","Madera de encina, roble, alcornoque y demas","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.30933","1930","Creció / Decreció","4149487.04645","0.00000","0.00000","-0.34368","-0.26251","0","-0.26214","-0.21732","-0.14390","","190","29","0.11790"
"440392","Logs, Beech","Madera de haya, en bruto, incluso descortezada, desalburada o escuadra","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.79553","1117","Decreció / Decreció","2360134.01639","0.00000","0.00000","-0.91222","0.38438","0","-0.48213","-0.20225","0.09819","","190","29","0.11790"
"720944","Cold rolled iron/non-alloy steel, flat, w>600 t<.5mm","Hierro laminado en frío/acero sin alear, plano, w> 600 t <.5 mm","Metales"," XV Metales comunes y sus manufacturas","-0.67070","3406","Decreció / Decreció","49583.79508","0.00000","0.00000","0.50043","-0.08729","0","0.26578","0.11906","-0.05682","","s.d.","s.d.","0.07857"
"220421","Grape wines, < 2l pack","Los demas vinos; mosto de uva en recipientes con capacidad inferior o","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-0.67225","3408","Creció mucho / Decreció","-479049558.86066","0.00000","0.00000","2.33462","-0.54289","0","1.45843","0.87646","0.28803","","s.d.","s.d.","0.21105"
"821210","Razors","Navajas y maquinas de afeitar","Metales"," XV Metales comunes y sus manufacturas","-0.67609","3413","Decreció mucho / Decreció mucho","11772238.70492","5.56782","0.00021","0.80240","-0.48777","0","0.39651","0.12906","-0.14780","","s.d.","s.d.","0.11706"
"30265","Shark","Escualos.","Agricultura"," I Animales vivos; productos animales","-0.67736","3414","Decreció / Decreció","256439.71585","0.00000","0.00000","0.89195","-0.42156","0","0.47232","0.19683","-0.09146","","s.d.","s.d.","0.09197"
"730660","Tubes, iron/steel, non-circular, welded","Los demas tubos de hierro o acero, soldados excepto los de seccion cir","Metales"," XV Metales comunes y sus manufacturas","-0.68026","3418","Creció mucho / Creció mucho","37250496.79781","15.43134","0.00020","0.84873","0.06035","0","0.53816","0.34345","0.11171","","s.d.","s.d.","0.07857"
"440791","Lumber, oak","Madera aserradas o desbastada longitudinalmente de encina, roble,alcr","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.84813","1031","Creció mucho / Creció","16550709.16940","0.00000","0.00000","-0.30660","0.66501","0","0.00319","0.20667","0.41931","","2345","135","0.04618"
"440792","Lumber, beech","Madera aserrada o desbastada longitudinalmente de haya.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.28656","2893","Creció / Decreció","5867529.25956","0.00000","0.00000","0.08805","-0.13646","0","0.00569","-0.04672","-0.10663","","2345","135","0.04618"
"440820","Ply sheet, tropical, <6mm","Hojas de capas, tropical, <6 mm","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-2.11325","4583","Decreció mucho / Decreció mucho","325165.43443","0.00000","0.00000","0.12472","-1.68584","0","-0.46119","-0.84467","-1.24953","","547","4","0.09455"
"151590","Vegetable fats, oils nes","Los demas aceites y grasas vegetales","Agricultura"," III Grasas y aceites animales o vegetales y sus derivados","-0.68047","3419","Creció mucho / Creció","-3075506.98907","0.00000","0.00000","1.52838","0.12923","0","1.02767","0.70735","0.34655","","s.d.","s.d.","0.15062"
"441212","Plywood, non-coniferous <6mm","Madera contrachapada, no coníferas <6 mm","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.68165","3422","Decreció mucho / Decreció mucho","39725260.70219","304.59571","0.00461","0.50782","-0.39443","0","0.20842","0.01361","-0.19556","","547","4","0.09455"
"30549","Other smoked fish","Los demas pescados ahumados, incluidos filetes.","Agricultura"," I Animales vivos; productos animales","-0.68444","3425","Creció / Se mantuvo","3061293.70219","0.00000","0.00000","0.99913","-0.06524","0","0.61790","0.37406","0.09927","","s.d.","s.d.","0.32462"
"60240","Roses","Rosales, incluso injertados","Agricultura"," II Productos vegetales","-0.68631","3429","Se mantuvo / Decreció","1247346.46448","0.00000","0.00000","0.94776","-0.33485","0","0.52783","0.25374","-0.03793","","669","99","0.19753"
"441229","Panels, non-coniferous, nes","Las demas maderas una hoja externa, por lo menos de maderas distintas","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.40824","3075","Decreció / Decreció","1309.67486","0.00000","0.00000","-1.09056","-1.72539","0","-1.14929","-1.21040","-1.20565","","547","4","0.09455"
"441291","Panels, coniferous and particle board","Paneles, coníferas y tableros de partículas","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","1.00466","802","Decreció / Se mantuvo","665.92350","0.00000","0.00000","-1.18600","-1.13307","0","-0.95635","-0.83888","-0.61452","","547","4","0.09455"
"480441","Paper, kraft, 150-225 g/m2, unbleached,uncoated","Los demas papeles y cartones kraft crudos","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.69600","3435","Creció / Decreció","3838316.16940","0.00000","0.00000","1.57277","-2.14939","0","0.60146","-0.07030","-0.66939","","s.d.","s.d.","0.08658"
"441810","Wood windows","Ventanas, puertas-ventanas y sus marcos.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.37013","1829","Creció / Decreció","12492013.39071","0.00000","0.00000","-0.20967","0.09511","0","-0.09073","-0.01602","0.07243","","24","6","0.12853"
"190211","Uncooked egg pasta","Pastas alimenticias sin cocer, rellenar ni preparar de otra forma que","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-0.69701","3437","Decreció / Decreció","2665075.66120","0.01129","0.00000","0.88905","-0.52236","0","0.44816","0.15715","-0.14260","","92","12","0.28035"
"441840","Wood shuttering","Encofrados para hormigon, de madera.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.75922","1185","Creció / Creció","2432538.97268","0.00000","0.00000","-0.25130","0.37500","0","-0.02499","0.11948","0.28316","","24","6","0.12853"
"441850","Wood singles","Tejas y ripia, de madera.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.36422","1838","Decreció / Decreció","1542772.91257","0.00000","0.00000","0.28190","-3.04547","0","-0.37534","-0.87033","-1.19484","","24","6","0.12853"
"442010","Wood ornaments","Estatuillas y demas objetos de adorno, de madera","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.55425","4336","Creció mucho / Creció","6347191.06011","0.00000","0.00000","0.17386","-0.94731","0","-0.22318","-0.47776","-0.76269","","136","12","0.12665"
"442110","Wood hangers","Perchas para prendas de vestir, de madera.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.90790","939","Decreció / Decreció","2132439.34153","0.00000","0.00000","-1.47610","-0.00266","0","-0.94301","-0.60280","-0.21705","","136","12","0.12665"
"450110","Natural cork, raw","Corcho natural en bruto o simplemente preparado.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.30516","4138","Creció / Creció","632478.90437","0.00000","0.00000","0.06801","-2.06991","0","-0.49689","-0.88624","-1.23735","","190","29","0.11790"
"450190","Cork waste","Desperdicios de corcho; corcho triturado, granulado o pulverizado.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.29110","4123","Creció / Creció","1059724.10929","0.00000","0.00000","-0.02610","-1.98916","0","-0.54521","-0.90292","-1.22573","","136","12","0.12665"
"470100","Mechanical wood pulp","Pasta mecanica de madera.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.92934","904","Decreció / Decreció","2389030.28689","0.00000","0.00000","0.13494","-0.87513","0","0.01236","-0.09943","-0.12099","","s.d.","s.d.","0.08658"
"470200","Chemical wood pulp","Pasta quimica de madera para disolver","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.44249","1710","Creció mucho / Creció","32881971.18852","0.00000","0.00000","0.18441","0.40576","0","0.25449","0.30059","0.34854","","s.d.","s.d.","0.08658"
"470311","Chem wood pulp, sulphate, conifer, unbleached","Pasta quimica de madera cruda de coniferas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.15758","588","Creció mucho / Creció","6550583.14754","0.00000","0.00000","-0.19484","-0.47205","0","-0.11504","-0.08900","0.01852","","s.d.","s.d.","0.08658"
"470319","Chem wood pulp, sulphate, non-conifer, unbleache","Pasta quimica de madera cruda distinta de la de coniferas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.02344","2418","Decreció / Decreció","400008.26503","0.00000","0.00000","-0.08271","-0.28851","0","-0.11325","-0.13881","-0.14878","","s.d.","s.d.","0.08658"
"551429","Woven fabric <85% synthetic nes&cotton, >170g/m2 dyed","Los demas tejidos teñidos de fibras sinteticas discontinuas.","Textiles"," XI Textiles y artículos textiles","-0.69783","3439","Decreció / Decreció","754300.52186","0.00000","0.00000","0.70810","0.93551","0","0.61298","0.57680","0.45895","","1906","7","0.11748"
"740322","Copper-tin alloys, unwrought","Aleaciones de cobre, en bruto, a base de cobre-estano (bronce).","Metales"," XV Metales comunes y sus manufacturas","-0.69905","3440","Creció / Decreció","2453685.26230","0.00000","0.00000","0.63252","-0.09788","0","0.35328","0.17715","-0.02905","","s.d.","s.d.","0.09388"
"470411","Chem wood pulp, sulphite, conifer unbleached","Pasta quimica de coniferas, al sulfito, cruda.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.38699","1802","Decreció / Decreció","179170.39344","0.00000","0.00000","0.08966","-1.37389","0","-0.17332","-0.37799","-0.49461","","s.d.","s.d.","0.08658"
"470419","Chem wood pulp, sulphite, non-conifer, unbleached","Pasta quimica de madera al sulfito, cruda, distinta de la de coniferas","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.79234","82","Decreció / Se mantuvo","15361.56284","0.00000","0.00000","-1.14151","-1.48046","0","-0.91592","-0.82007","-0.56058","","s.d.","s.d.","0.08658"
"470421","Chem wood pulp, sulphite, conifer bleached","Pasta quimica de coniferas al sulfito, semiblanqueada o blanqueada.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.90818","938","Decreció / Decreció","1861597.74863","0.00000","0.00000","0.39276","-0.52673","0","0.26041","0.14825","0.10785","","s.d.","s.d.","0.08658"
"470429","Chem wood pulp, sulphite, non-conifer, bleached","Pasta quimica de madera al sulfito, semiblanqueada o blanqueada, disti","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.14972","2232","Decreció / Decreció","1326041.31148","0.00000","0.00000","0.30568","-1.08261","0","0.01243","-0.20361","-0.35804","","s.d.","s.d.","0.08658"
"40700","Eggs, in shell","Huevos de ave con cascara, frescos, conservados o cocidos.","Agricultura"," I Animales vivos; productos animales","-0.69917","3441","Decreció / Decreció mucho","24466921.47268","3028.20150","0.06529","1.23332","-0.14905","0","0.76359","0.45961","0.12813","","60","11","0.09681"
"470610","Cotton linters pulp","Pasta de linter de algodon.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.22971","2812","Creció / Se mantuvo","2203992.83880","0.00000","0.00000","-0.40020","-1.07244","0","-0.51760","-0.60991","-0.66009","","s.d.","s.d.","0.08658"
"470691","Mechanical pulps, other","Las demas pastas de otras materias fibrosas celulosicas, mecanicas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.56226","1516","Decreció / Decreció","178609.49727","0.00000","0.00000","-0.34631","0.75123","0","-0.03594","0.17412","0.37473","","s.d.","s.d.","0.08658"
"470692","Chemical pulps, other","Las demas pastas de otras materias fibrosas celulosicas, quimicas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.28054","2883","Creció mucho / Creció","3198557.22951","0.00000","0.00000","0.45700","0.12131","0","0.31611","0.22888","0.12155","","s.d.","s.d.","0.08658"
"470693","Semi-chemical pulps, other","Las demas pastas de otras materias fibrosas celulosicas, semiquimicas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.56896","1500","Decreció / Decreció","1059592.24317","0.00000","0.00000","0.00593","-0.52955","0","-0.04487","-0.09703","-0.09428","","s.d.","s.d.","0.08658"
"283322","Aluminum sulphates","Sulfato de aluminio.","Químicos"," VI Productos químicos y aliados","-0.70123","3444","Creció / Se mantuvo","758535.21311","0.00000","0.00000","0.90377","-0.22668","0","0.51718","0.26736","-0.00618","","s.d.","s.d.","0.14976"
"410431","Bovine leather, full","Los demas cueros y pieles de bovino y equino con la flor, incluso divi","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.70197","3445","Decreció mucho / Decreció mucho","-360998926.42076","7511.54624","0.08229","1.21737","0.11341","0","0.80465","0.54309","0.24076","","s.d.","s.d.","0.06157"
"470730","Paper waste, mechanical pulp","Desperdicios y desechos de papel o carton obtenidos principalmente a p","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.31951","1921","Decreció mucho / Decreció mucho","10559369.02459","0.00000","0.00000","0.33643","0.82731","0","0.43291","0.50570","0.55310","","s.d.","s.d.","0.08658"
"681190","Articles nes of asbestos/cellulose fibre cement","Las demas manufacturas de amianto-cemento, celulosa-cemento o similare","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.70217","3446","Decreció / Decreció","1178162.93443","0.00000","0.00000","1.11450","-0.31438","0","0.64705","0.34189","0.01733","","262","14","0.07531"
"480100","Newsprint","Papel prensa en bobinas o en hojas","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.49905","240","Creció mucho / Creció mucho","54952512.80874","0.00000","0.00000","-0.93417","-0.14928","0","-0.53387","-0.29447","0.02734","","s.d.","s.d.","0.08658"
"480210","Paper, hand-made, uncoated","Papel y carton hecho a mano (hoja a hoja).","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.26932","2864","Creció / Se mantuvo","715562.60109","0.00000","0.00000","0.16138","0.72724","0","0.23148","0.29483","0.30834","","s.d.","s.d.","0.08658"
"480220","Paper, sensitising base stock","Papel y carton soporte para papel y carton fotosensible, termosensible","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.35506","1854","Decreció / Decreció","905132.42623","0.00000","0.00000","0.02536","0.80483","0","0.21422","0.34763","0.45855","","s.d.","s.d.","0.08658"
"480240","Paper, wallpaper base, uncoated","Papel soporte para papeles de decorar.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.60676","1442","Decreció / Decreció","941005.58743","0.00000","0.00000","-0.42126","1.32014","0","0.02982","0.34243","0.61937","","s.d.","s.d.","0.08658"
"480251","Paper, fine, woodfree, <40 g/m2, uncoated, nes","Los demas papeles y cartones, sin fibras de gramaje inferior a 40 g/m2","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.24036","2051","Decreció mucho / Decreció","188319.81694","0.00000","0.00000","-0.27619","0.33832","0","-0.10163","0.01637","0.12948","","s.d.","s.d.","0.08658"
"760410","Bars, aluminum","Barras y perfiles de aluminio sin alear","Metales"," XV Metales comunes y sus manufacturas","-0.70735","3450","Decreció mucho / Decreció mucho","7572176.15574","0.00000","0.00000","1.01235","-0.18784","0","0.60034","0.33433","0.04234","","s.d.","s.d.","0.09388"
"110819","Other starches, nes","Los demas almidones y feculas.","Agricultura"," II Productos vegetales","-0.70861","3452","Decreció / Decreció","1065287.34426","0.18560","0.00009","0.63011","-0.12521","0","0.34518","0.16494","-0.04446","","s.d.","s.d.","0.13127"
"760120","Aluminum, unwrought, alloy","Aleaciones de aluminio, en bruto.","Metales"," XV Metales comunes y sus manufacturas","-0.70908","3453","Creció mucho / Creció mucho","-49374146.80055","0.00000","0.00000","1.39309","-0.62388","0","0.77948","0.37182","-0.04009","","s.d.","s.d.","0.09388"
"480411","Paper, Kraftliner, unbleached, uncoated","Papel y carton kraft, para caras (cubiertas), crudo, en bobina o en ho","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.40204","1777","Creció mucho / Creció","32327874.69399","0.00000","0.00000","0.35000","-0.48976","0","0.18725","0.06389","-0.01488","","s.d.","s.d.","0.08658"
"271600","Electrical energy","Energia electrica (partida discresional).","Minerales"," V Productos minerales","-0.70997","3454","Creció mucho / Creció mucho","217194285.20219","214899.27083","0.52718","1.28896","-0.46097","0","0.73908","0.37665","0.00176","","82","4","0.11102"
"170390","Molasses, not cane","Las demas melazas de la extraccion o del refinado del azucar.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-0.71121","3455","Creció / Se mantuvo","2423566.25683","0.00000","0.00000","1.03418","-0.23235","0","0.60634","0.32909","0.02789","","s.d.","s.d.","0.06046"
"480429","Paper, sack kraft, other, uncoated","Papel kraft para sacos, los demas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.36581","1833","Creció / Creció","2937513.51913","0.00000","0.00000","0.00881","-0.52581","0","-0.06241","-0.12475","-0.14252","","s.d.","s.d.","0.08658"
"480431","Paper, kraft, <150g/m2, unbleached, uncoated","Los demas papel y carton kraft, gramaje inf. o igual 150 g/m2, crudos.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.15100","2229","Creció mucho / Creció","6626950.45902","0.00000","0.00000","0.45483","0.64467","0","0.46242","0.47570","0.46430","","s.d.","s.d.","0.08658"
"480439","Paper, kraft, <150g/m2, uncoated, nes","Demas papeles y cartones kraft,crudos gramaje sup.a 150 e inf.a 225 g/","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.19996","2136","Creció mucho / Creció","9724926.79235","0.00000","0.00000","-0.19828","0.17013","0","-0.08477","-0.00960","0.06707","","s.d.","s.d.","0.08658"
"230630","Sunflower seed solid residues","Tortas y residuos solidos extraccion de grasas o aceites de girasol.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-0.71220","3459","Creció / Se mantuvo","-116612266.46994","0.00000","0.00000","1.74793","-1.18331","0","0.91567","0.35298","-0.18616","","s.d.","s.d.","0.15062"
"480442","Paper, kraft, 150-225 g/m2, chem pulp not bleach/coat","Los demas papeles y cartones kraft, de gramaje superior a 150 g/m2 e i","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.19690","547","Creció / Creció","1314224.35519","0.00000","0.00000","0.25043","-1.66585","0","-0.03818","-0.27830","-0.37528","","s.d.","s.d.","0.08658"
"480449","Paper, kraft, 150-225 g/m2, uncoated","Demas papeles y cartones kraft,gramaje sup. a 150 e inf. a 225 g/m2.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.07373","2342","Decreció / Decreció","751979.31421","0.00000","0.00000","0.48292","-0.00069","0","0.34528","0.25228","0.16300","","s.d.","s.d.","0.08658"
"310551","Fertilizers, nitrates and phosphates, nes,  < 10kg","Los demas abonos minerales o quimicos que contengan nitratos y fosfato","Químicos"," VI Productos químicos y aliados","-0.71521","3460","Decreció / Decreció","2769532.96995","0.00000","0.00000","1.13959","-0.57198","0","0.61180","0.26232","-0.09431","","s.d.","s.d.","0.04194"
"392329","Plastic bags, not ethylene polymers","Sacos, bolsas y cucuruchos de los demas plasticos","Químicos"," VII Plásticos, caucho, y sus manufacturas","-0.71850","3464","Creció mucho / Creció","19893760.80874","189.64972","0.00349","0.72210","0.25944","0","0.48551","0.34408","0.15376","","28","4","0.12832"
"262030","Residues containing copper","Cenizas y residuos (excepto de siderurgia) que contengan principalment","Minerales"," V Productos minerales","-0.71852","3465","Decreció / Decreció","3329190.34973","0.00000","0.00000","1.25864","-0.39275","0","0.73065","0.38408","0.02122","","s.d.","s.d.","0.09388"
"720720","Semi-finished iron/non-alloy steel >0.25%C","Hierro o acero, con un contenido de carbono, enpeso, superior o igual","Metales"," XV Metales comunes y sus manufacturas","-0.71908","3466","Creció mucho / Creció","25647345.45355","0.00000","0.00000","0.89084","-0.73046","0","0.40559","0.08190","-0.24123","","s.d.","s.d.","0.07857"
"480522","Paper, multi-ply, one layer bleached, uncoated","Papel y carton, multicapas, con una de las capas exteriores blanqueada","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.60994","1437","Creció mucho / Creció mucho","4275229.93716","0.00000","0.00000","-0.21838","0.56949","0","0.02202","0.18162","0.34324","","s.d.","s.d.","0.08658"
"71090","Vegetable mixtures, frozen","Mezclas de hortalizas y/o legumbres","Agricultura"," II Productos vegetales","-0.71980","3467","Creció / Creció","3052071.22678","0.12571","0.00002","1.62776","-0.10221","0","1.04701","0.67014","0.26238","","855","16","0.26995"
"480530","Paper, uncoat, sulphite wrapping","Papel sulfito para embalaje, sin estucar ni recubrir","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.20583","2126","Decreció / Decreció","781324.89071","0.00000","0.00000","0.13544","0.81111","0","0.27761","0.38248","0.45709","","s.d.","s.d.","0.08658"
